from,to,name,subtitle,departure-time,duration,arrival-time,rating,price,availablity
ujjain,indore ,Dhariwal Travels Pvt. Ltd.,NON-AC Sleeper (2 + 1),17:40,03h,20:40,4.1,750,36 Seats Available
ujjain,indore ,Ashok Travels Mandsaur,VE AC Seater,01:00,01h,02:00,4.1,"2,200",12 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),13:20,01h.50m,15:10,4.4,110,44 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),10:20,01h.50m,12:10,4.4,110,44 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),14:35,01h.50m,16:25,4.4,110,45 Seats Available
ujjain,indore ,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,06:43,01h.47m,08:30,,476,26 Seats Available
ujjain,indore ,Humsafar Travels,AC Sleeper (2 + 1),04:00,01h,05:00,4.1,"2,050",18 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),17:45,01h.30m,19:15,4.4,110,45 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),08:30,01h.50m,10:20,4.4,110,40 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),14:05,01h.50m,15:55,4.4,110,44 Seats Available
ujjain,indore ,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,19:30,02h.30m,22:00,,200,20 Seats Available
ujjain,indore ,M R Travels,2 X 1 (40) SEAT 8 SLP 32 (40) NEW- AC,19:30,02h.45m,22:15,4.1,"1,500",38 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),20:30,01h.30m,22:00,4.4,110,44 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),11:40,01h.50m,13:30,4.4,110,43 Seats Available
ujjain,indore ,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,19:30,01h.45m,21:15,,190,16 Seats Available
ujjain,indore ,Prasanna - Purple Bus,AC Sleeper (2 + 1),17:00,02h,19:00,4.8,"1,800",16 Seats Available
ujjain,indore ,Hans Travels (I) Pvt Ltd.,Bharat Benz AC Seater,18:00,02h,20:00,,100,45 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),15:45,01h.50m,17:35,4.4,110,40 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),18:30,01h.30m,20:00,4.4,110,41 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),09:10,01h.30m,10:40,4.4,110,44 Seats Available
ujjain,indore ,Panjab Travels,NON-AC Sleeper (2 + 1),19:45,02h,21:45,4.2,"1,220",30 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),16:30,01h.30m,18:00,4.4,110,44 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),07:30,01h.50m,09:20,4.4,110,44 Seats Available
ujjain,indore ,Royal Travels,TATA AC Seater (2 + 2),08:00,01h.50m,09:50,4.4,110,42 Seats Available
ujjain,indore ,Prasanna - Purple Bus,AC Sleeper (2 + 1),17:15,01h.30m,18:45,4.8,"1,920",30 Seats Available
ujjain,indore ,VKV Travels,AC Sleeper (2 + 1),17:00,01h.30m,18:30,4.3,1441,33 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),19:40,01h.30m,21:10,4.4,110,44 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),19:10,01h.30m,20:40,4.4,110,45 Seats Available
ujjain,indore ,Dhariwal Travels Pvt. Ltd.,NON-AC Sleeper (2 + 1),17:40,03h.30m,21:10,4.1,800,30 Seats Available
ujjain,indore ,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),18:45,03h,21:45,4.5,"1,199",36 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),16:55,01h.30m,18:25,4.4,110,44 Seats Available
ujjain,indore ,Kabra Express Logistics Pvt. Ltd.,Ashok Leyland AC Sleeper,20:45,01h.50m,22:35,4.2,"1,500",34 Seats Available
ujjain,indore ,Dhariwal Travels Pvt. Ltd.,NON-AC Sleeper (2 + 1),17:10,03h.55m,21:05,4.1,650,30 Seats Available
ujjain,indore ,BR Travels,AC Sleeper,06:30,01h.30m,08:00,4.2,"1,200",20 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),12:45,01h.30m,14:15,4.4,110,45 Seats Available
ujjain,indore ,Multani Sona Travels,"2+1, Sleeper, NON-AC",19:40,02h.05m,21:45,4.1,799,37 Seats Available
ujjain,indore ,M R Travels,NON-AC Seater/Sleeper (2 + 1),06:15,01h.30m,07:45,4.1,999,41 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),09:40,01h.30m,11:10,4.4,110,45 Seats Available
ujjain,indore ,Royal Travels,AC Seater (2 + 2),11:05,01h.50m,12:55,4.4,110,42 Seats Available
ujjain,indore ,Dhariwal Travels,AC Sleeper (2 + 1),17:50,02h.35m,20:25,,"1,600",33 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,"2+2, Seater, NON-AC",15:55,01h.35m,17:30,,110,42 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",16:00,02h,18:00,,"1,500",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",14:15,02h,16:15,,650,35 Seats Available
ujjain,indore ,Maa Gayatri Travels,AC Sleeper (2 + 1),21:15,01h.45m,23:00,,"1,200",26 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",12:30,02h,14:30,,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",06:30,02h,08:30,,799,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",08:00,02h,10:00,4.4,999,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",14:00,02h.10m,16:10,4.4,110,42 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",18:00,02h.05m,20:05,4.4,110,42 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",14:30,02h,16:30,4.2,"1,600",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",19:45,02h,21:45,4.4,110,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",18:05,01h.25m,19:30,4.4,799,38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",10:45,02h,12:45,4.4,999,35 Seats Available
ujjain,indore ,Thar Bus Service,Bharat Benz AC Sleeper,06:00,01h.20m,07:20,4.8,110,34 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",13:30,01h.25m,14:55,4.3,110,38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",19:00,02h,21:00,4.4,"1,600",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",08:30,02h,10:30,4.4,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",11:45,02h,13:45,4.1,"1,500",35 Seats Available
ujjain,indore ,Jai Shankar Travels,NON-AC Seater/Sleeper (2 + 1),07:00,00h.30m,07:30,4.5,650,11 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",09:00,02h,11:00,4.4,"1,200",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",13:00,02h,15:00,4.2,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",17:30,02h,19:30,4.1,799,35 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,"2+2, Seater, NON-AC",10:45,01h.40m,12:25,4.2,999,42 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",16:30,02h,18:30,4.4,110,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",10:30,01h.25m,11:55,4.1,110,38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",16:15,02h,18:15,4.1,"1,600",35 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,AC Seater (2 + 2),16:20,01h.40m,18:00,4.4,110,40 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,AC Seater (2 + 2),08:50,01h.40m,10:30,4.4,799,40 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",07:45,02h,09:45,,999,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",13:15,02h,15:15,,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",09:45,02h,11:45,,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",21:15,02h,23:15,,"1,600",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",15:30,02h,17:30,,110,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",09:15,01h.25m,10:40,,"1,500",38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",14:45,02h,16:45,,650,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",20:15,02h,22:15,,"1,200",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",15:15,02h,17:15,,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",10:30,02h.30m,13:00,4.4,799,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",16:30,02h,18:30,4.4,999,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",06:50,01h.25m,08:15,4.4,110,38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",10:00,02h,12:00,4.2,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",12:00,02h,14:00,4.4,"1,600",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",08:15,02h,10:15,4.4,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",06:45,02h,08:45,4.4,799,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",17:15,02h,19:15,4.8,999,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",11:00,02h,13:00,4.3,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",12:15,02h,14:15,4.4,110,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",14:30,01h.30m,16:00,4.4,"1,600",38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",09:15,02h,11:15,4.1,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",07:30,02h,09:30,4.5,"1,500",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",08:45,02h,10:45,4.4,650,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",08:15,02h.15m,10:30,4.2,"1,200",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",19:15,02h,21:15,4.1,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",11:15,02h,13:15,4.2,799,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",15:00,02h,17:00,4.4,999,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",17:45,02h,19:45,4.1,110,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",08:20,01h.25m,09:45,4.1,110,38 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,"2+2, Seater, NON-AC",09:20,01h.40m,11:00,4.4,"1,600",42 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,AC Seater (2 + 2),16:40,01h.45m,18:25,4.4,110,40 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",18:15,02h,20:15,,799,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",16:45,02h,18:45,,999,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",20:30,02h,22:30,,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",21:00,02h,23:00,,110,35 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,"2+2, Seater, NON-AC",08:55,01h.40m,10:35,,"1,600",32 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",15:45,02h,17:45,,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",06:15,02h,08:15,,"1,500",35 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,AC Seater (2 + 2),10:40,01h.40m,12:20,,650,40 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",18:00,02h,20:00,,"1,200",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",06:00,02h,08:00,,110,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",20:20,01h.25m,21:45,,799,38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",20:00,02h,22:00,,999,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",09:30,02h,11:30,,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",11:30,02h,13:30,4.4,110,35 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,"2+2, Seater, NON-AC",15:50,01h.40m,17:30,4.4,"1,600",42 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",18:45,02h,20:45,4.4,110,35 Seats Available
ujjain,indore ,Rao Sahab Travels,VE AC Seater/Sleeper (2 + 1),13:00,00h.30m,13:30,4.2,799,24 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",17:00,02h,19:00,4.4,999,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",07:00,02h,09:00,4.4,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",21:30,02h,23:30,4.4,110,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",15:30,01h.25m,16:55,4.8,"1,600",38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",12:45,02h,14:45,4.3,110,35 Seats Available
ujjain,indore ,Jai Baba Bal Hanuman Travels,"2+2, Seater, NON-AC",19:35,01h.35m,21:10,4.4,"1,500",42 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",20:45,02h,22:45,4.4,650,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",10:15,02h,12:15,4.1,"1,200",35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",18:30,02h,20:30,4.5,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",19:30,02h,21:30,4.4,799,35 Seats Available
ujjain,indore ,Royal Travels Sukhmani,"2+2, Seater, NON-AC",17:05,01h.25m,18:30,4.2,999,38 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",13:30,02h,15:30,4.1,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",13:45,02h,15:45,4.2,110,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",07:15,02h,09:15,4.4,"1,600",35 Seats Available
ujjain,indore ,Pallavi MadhyaPradesh Parivahan,"2+2, Seater, NON-AC",11:30,02h.50m,14:20,4.1,737,35 Seats Available
ujjain,indore ,Baneshwari Travels,"2+2, Seater, NON-AC",14:00,02h,16:00,4.1,"2,000",35 Seats Available
ujjain,indore ,Jaishree Travels,NON-AC Sleeper,03:35,01h.30m,05:05,4.4,737,18 Seats Available
ujjain,indore ,Shree Yadav Indore,NON-AC Sleeper,16:50,01h.15m,18:05,4.4,"2,000",36 Seats Available
ujjain,indore ,Rajlaxmi Travel Agency,AC Sleeper,04:36,01h.26m,06:02,,762,33 Seats Available
ujjain,indore ,Shree Balaji Travels SBG,AC Sleeper (2 + 1),07:15,02h,09:15,,699,25 Seats Available
ujjain,indore ,Barsana Travels,AC Sleeper (2 + 1),08:45,01h.45m,10:30,,"1,350",22 Seats Available
ujjain,indore ,Ashok Bus Service,AC Seater/Sleeper (2 + 1),03:15,01h,04:15,4.5,423,1 Seats Available
ujjain,indore ,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,08:06,01h.40m,09:46,,763,1 Seats Available
varanasi,bhopal,SANJAY TRAVELS (INDORE),Ashok Leyland AC Sleeper,15:30,15h.20m,06:50,4.2,"1,600",17 Seats Available
varanasi,bhopal,Bhaiya Travels,AC Sleeper (2 + 1),17:00,12h.30m,05:30,4.6,"2,000",34 Seats Available
varanasi,bhopal,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),17:15,12h.30m,05:45,4.3,"1,801",34 Seats Available
varanasi,bhopal,Bhaiya Travels,AC Sleeper (2 + 1),13:00,14h,03:00,4.6,"8,500",36 Seats Available
varanasi,bhopal,RT RAHUL TRAVELS,Bharat Benz AC Sleeper (2 + 1),16:00,16h.28m,08:28,,"3,010",48 Seats Available
varanasi,bhopal,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),17:15,13h.30m,06:45,4.5,"1,599",34 Seats Available
varanasi,bhopal,Prasanna - Purple Bus,AC Sleeper (2 + 1),18:00,16h,10:00,4.8,"1,499",15 Seats Available
varanasi,bhopal,RAHUL TRAVELS,"2+2, Sleeper, NON-AC, Non-Video",17:00,16h.15m,09:15,,900,38 Seats Available
varanasi,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,15:30,16h,07:30,,"1,200",11 Seats Available
varanasi,bhopal,Prasanna - Purple Bus,AC Sleeper (2 + 1),18:00,16h,10:00,4.8,"1,499",38 Seats Available
varanasi,bhopal,Dhariwal Travels,AC Sleeper (2 + 1),16:30,15h.30m,08:00,,"1,200",17 Seats Available
varanasi,bhopal,Ramashiv Travels,AC Sleeper,17:00,15h.30m,08:30,,"5,000",10 Seats Available
varanasi,indore,SANJAY TRAVELS (INDORE),Ashok Leyland AC Sleeper,15:30,18h.40m,10:10,4.2,"1,600",17 Seats Available
varanasi,indore,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),17:15,16h.40m,09:55,4.3,"1,301",34 Seats Available
varanasi,indore,Bhaiya Travels,AC Sleeper (2 + 1),13:00,16h,05:00,4.6,"8,500",34 Seats Available
varanasi,indore,Bhaiya Travels,AC Sleeper (2 + 1),17:00,17h,10:00,4.6,"2,000",36 Seats Available
varanasi,indore,Prasanna - Purple Bus,AC Sleeper (2 + 1),18:00,19h.30m,13:30,4.8,"1,499",48 Seats Available
varanasi,indore,Prasanna - Purple Bus,AC Sleeper (2 + 1),18:00,19h.30m,13:30,4.8,"1,499",34 Seats Available
varanasi,indore,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),17:15,17h.45m,11:00,4.5,"1,699",15 Seats Available
varanasi,indore,RAHUL TRAVELS,"2+2, Sleeper, NON-AC, Non-Video",17:00,19h.10m,12:10,,"1,400",38 Seats Available
varanasi,indore,RT RAHUL TRAVELS,Bharat Benz AC Sleeper (2 + 1),16:00,20h.18m,12:18,,"3,010",11 Seats Available
varanasi,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,15:30,19h.30m,11:00,,"1,400",38 Seats Available
varanasi,indore,Dhariwal Travels,AC Sleeper (2 + 1),16:30,18h.55m,11:25,,"1,600",17 Seats Available
varanasi,indore,Ramashiv Travels,AC Sleeper,17:00,18h.55m,11:55,,"5,000",10 Seats Available
