from,to,name,subtitle,departure-time,duration,arrival-time,rating,price,availablity
bhopal,ayodhya,BETRWANTI TRAVELS,AC Sleeper (2 + 1),21:15,15h.45m,13:00,3.5,3799,18 Seats Available
bhopal,ayodhya,BETRWANTI TRAVELS,NON-AC Sleeper (2 + 1),19:15,14h.45m,10:00,3.5,2299,13 Seats Available
bhopal,ayodhya,BETRWANTI TRAVELS,NON-AC Sleeper (2 + 1),19:15,13h.45m,09:00,3.5,2299,15 Seats Available
bhopal,ayodhya,BETRWANTI TRAVELS,AC Sleeper (2 + 1),21:15,16h,13:15,3.5,3799,13 Seats Available
bhopal,ayodhya,Shivansh Travels,AC Sleeper (2 + 1),19:00,16h.30m,11:30,,2900,30 Seats Available
bhopal,ayodhya,NTC Smart Bus,AC Sleeper (2 + 1),22:00,34h,08:00,,"4,800",21 Seats Available
bhopal,ayodhya,Shivansh Travels,AC Sleeper (2 + 1),19:00,15h.55m,10:55,,2900,30 Seats Available
bhopal,ayodhya,Sunil Tour and Travels,AC Sleeper (2 + 1),13:00,18h,07:00,,"1,899",30 Seats Available
bhopal,ayodhya,Sunil Tour and Travels,"2+2, Sleeper, NON-AC",21:00,17h.30m,14:30,,"1,499",40 Seats Available
bhopal,ayodhya,Sunil Tour and Travels,AC Sleeper (2 + 1),22:15,17h.30m,15:45,,"1,799",30 Seats Available
bhopal,indore,SANJAY TRAVELS (INDORE),Ashok Leyland AC Sleeper,06:50,03h.20m,10:10,4.2,"1,100",36 Seats Available
bhopal,indore,Chouhan Tours and Travels,NON-AC Seater (3 + 2),13:50,04h.20m,18:10,,255,15 Seats Available
bhopal,indore,Bhaiya Travels,AC Sleeper (2 + 1),05:30,04h.30m,10:00,4.6,"2,000",36 Seats Available
bhopal,indore,Vishvas Transport Services Private Limited,AC Sleeper (2 + 1),02:30,04h,06:30,,499,20 Seats Available
bhopal,indore,BETRWANTI TRAVELS,AC Sleeper (2 + 1),05:30,03h.30m,09:00,,1440,14 Seats Available
bhopal,indore,Chouhan Tours and Travels,NON-AC Seater (2 + 2),13:40,03h.50m,17:30,,298,18 Seats Available
bhopal,indore,Chouhan Tours and Travels,NON-AC Seater (3 + 2),14:10,05h,19:10,,255,12 Seats Available
bhopal,indore,Gajraj Travels,"2+1, Sleeper with Washroom, AC, Non-Video",03:45,04h.15m,08:00,4.5,"1,500",33 Seats Available
bhopal,indore,Barkoti Travels,"2+1, Sleeper-Seater, NON-AC",02:25,03h.40m,06:05,,600,42 Seats Available
bhopal,indore,Om Shanti Travels,AC Sleeper (2 + 1),02:30,03h.30m,06:00,4.5,750,20 Seats Available
bhopal,indore,Bhaiya Travels,AC Sleeper (2 + 1),03:00,02h,05:00,4.6,"8,500",36 Seats Available
bhopal,indore,Shree Devnarayan Travels,NON-AC Seater/Sleeper (2 + 1),14:00,04h.30m,18:30,4.5,"2,500",16 Seats Available
bhopal,indore,National Travels (Abd),AC Sleeper (2 + 1),18:55,03h.50m,22:45,,"1,300",25 Seats Available
bhopal,indore,B.R. Travels,Ashok Leyland AC Sleeper,18:00,04h.55m,22:55,4.5,"2,382",36 Seats Available
bhopal,indore,Ashok Bus Service,AC Seater/Sleeper (2 + 1),19:00,04h.15m,23:15,4.5,360,38 Seats Available
bhopal,indore,Ashok Bus Service,"2+1, Sleeper-Seater, NON-AC, Non-Video",17:20,04h.25m,21:45,4.5,450,37 Seats Available
bhopal,indore,Barkoti Travels,"2+1, Sleeper-Seater, NON-AC",01:30,03h.30m,05:00,,650,42 Seats Available
bhopal,indore,Guru Saheb Tour and Travels,"2+1, Sleeper, NON-AC",03:30,03h.30m,07:00,,700,30 Seats Available
bhopal,indore,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),05:45,04h.10m,09:55,4.3,"1,801",34 Seats Available
bhopal,indore,Bhaiya Travels,Bharat Benz AC Sleeper (2 + 1),21:30,02h.50m,00:20,4.6,700,36 Seats Available
bhopal,indore,Jai Bhawani Travels,Bharat Benz AC Sleeper (2 + 1),06:10,03h.20m,09:30,,"2,599",15 Seats Available
bhopal,indore,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),15:15,05h,20:15,4.5,539,19 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),22:00,04h.10m,02:10,4.4,290,20 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,02:30,04h.20m,06:50,,400,24 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),08:30,04h,12:30,4.4,420,18 Seats Available
bhopal,indore,Shrinath® Travel Agency Pvt. Ltd.,TATA AC Sleeper,17:15,05h,22:15,4.1,400,36 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),13:00,03h.40m,16:40,4.4,420,20 Seats Available
bhopal,indore,M R Travels,AC Sleeper (2 + 1),18:00,05h,23:00,4.1,500,19 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),06:30,04h,10:30,4.4,420,10 Seats Available
bhopal,indore,Veer Travels,AC Sleeper (2 + 1),18:00,04h.29m,22:29,4.1,"2,500",36 Seats Available
bhopal,indore,Ashok Travels Mandsaur,NON-AC Seater/Sleeper (2 + 1),19:12,04h.43m,23:55,4.1,350,48 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Bharat Benz AC Seater,16:00,04h,20:00,,333,45 Seats Available
bhopal,indore,Nandan Travels Seoni,AC Seater/Sleeper (2 + 2),02:25,03h,05:25,4.1,510,51 Seats Available
bhopal,indore,Jai Bhawani Travels,"2+1, Non A-C Capella Seat-Sleeper, NON-AC, Non-Video",04:05,03h.25m,07:30,,299,32 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),21:30,03h.30m,01:00,4.4,290,18 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),20:15,04h,00:15,4.4,290,10 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),15:30,03h.40m,19:10,4.4,420,14 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),11:00,03h.30m,14:30,4.4,290,13 Seats Available
bhopal,indore,Raj Ratan Tours & Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),16:45,05h,21:45,4.5,499,15 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,07:30,03h.30m,11:00,,500,24 Seats Available
bhopal,indore,M R Travels,VOLVO AC Multiaxle Sleeper (2 + 1),17:30,05h,22:30,4.1,"1,400",18 Seats Available
bhopal,indore,Raj Ratan Tours & Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),15:15,05h,20:15,4.5,499,18 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,VOLVO AC Multiaxle Sleeper,06:55,04h.06m,11:01,,"1,400",22 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,06:30,04h.40m,11:10,,"1,048",24 Seats Available
bhopal,indore,Nandan Travels Seoni,"2+2, Sleeper-Seater, NON-AC",04:45,03h.15m,08:00,4.1,510,51 Seats Available
bhopal,indore,Raj Ratan Tours & Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),16:45,05h,21:45,4.5,599,15 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),08:45,04h,12:45,4.4,290,19 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),01:00,04h,05:00,4.4,290,12 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),08:00,04h,12:00,4.4,420,15 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,00:44,03h.40m,04:24,,571,36 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),23:00,04h,03:00,4.4,290,17 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),20:30,03h.30m,00:00,4.4,290,16 Seats Available
bhopal,indore,Ashok Travels Mandsaur,VE AC Seater,18:45,04h.15m,23:00,4.1,500,36 Seats Available
bhopal,indore,Intercity Travels (Indore),AC Sleeper (2 + 1),02:10,04h.35m,06:45,4.4,"1,300",30 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),12:15,04h,16:15,4.4,290,14 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),16:30,03h.40m,20:10,4.4,420,19 Seats Available
bhopal,indore,H.K TRAVELS,NON-AC Sleeper (2 + 1),21:00,04h.30m,01:30,4.1,800,17 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),12:00,03h.30m,15:30,4.4,420,17 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,03:15,03h,06:15,,400,24 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),18:30,03h.30m,22:00,4.4,420,15 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,15:00,04h.30m,19:30,,"1,238",24 Seats Available
bhopal,indore,Yadav Bus Services,NON-AC Seater (2 + 2),11:05,07h.25m,18:30,4.1,315,17 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),10:00,03h.40m,13:40,4.4,420,10 Seats Available
bhopal,indore,Jai Bhawani Travels,AC Sleeper (2 + 1),02:30,04h,06:30,,"1,444",31 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),05:59,03h.36m,09:35,4.4,290,16 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),10:30,03h.30m,14:00,4.4,420,20 Seats Available
bhopal,indore,Deep Travels,AC Sleeper (2 + 1),20:00,03h.59m,23:59,,"1,500",22 Seats Available
bhopal,indore,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),15:15,05h.30m,20:45,4.5,"3,199",13 Seats Available
bhopal,indore,New Royal Travels,Bharat Benz AC Sleeper (2 + 1),05:30,03h,08:30,4.4,1666,36 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),07:45,04h,11:45,4.4,290,20 Seats Available
bhopal,indore,Maa Baneshwari Travels,"2+2, Seater, NON-AC",06:40,04h.20m,11:00,,327,26 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),19:30,03h.30m,23:00,4.4,420,12 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),20:00,03h.30m,23:30,4.4,420,16 Seats Available
bhopal,indore,Raj Ratan Tours & Travels,VOLVO AC Multiaxle Sleeper (2 + 1),16:45,05h,21:45,4.5,599,20 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),11:30,03h.30m,15:00,4.4,420,16 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),14:00,03h.40m,17:40,4.4,420,17 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),17:30,03h.30m,21:00,4.4,420,18 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,05:30,03h.05m,08:35,,571,24 Seats Available
bhopal,indore,Nandan Travels Seoni,"2+1, Executive Sleeper-Seater, NON-AC",04:15,03h.15m,07:30,4.1,510,39 Seats Available
bhopal,indore,Jai Bhawani Travels,VE AC Sleeper (2 + 1),04:30,03h.30m,08:00,,"1,399",20 Seats Available
bhopal,indore,Pawan Travels Balaghat,"2+2, Sleeper-Seater, NON-AC",04:20,03h.50m,08:10,,276,51 Seats Available
bhopal,indore,New Royal Travels,Bharat Benz AC Sleeper (2 + 1),04:50,04h.10m,09:00,4.4,1666,28 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,04:15,02h.45m,07:00,,381,22 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,06:15,04h.34m,10:49,,"1,100",9 Seats Available
bhopal,indore,Nandan Travels Seoni,"2+1, Executive Sleeper-Seater, NON-AC",03:00,04h,07:00,4.1,510,45 Seats Available
bhopal,indore,Nandan Travels Seoni,AC Seater/Sleeper (2 + 1),04:35,03h.10m,07:45,4.1,510,45 Seats Available
bhopal,indore,Sadguru Shivam Travels,"2+1, Sleeper, NON-AC",13:00,03h.30m,16:30,,1880,36 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),13:30,03h.40m,17:10,4.4,420,10 Seats Available
bhopal,indore,Ambay Travels Indore,AC Sleeper (2 + 1),05:00,04h,09:00,,"1,000",36 Seats Available
bhopal,indore,Nandan Travels Seoni,AC Seater/Sleeper (2 + 1),04:30,03h.30m,08:00,4.1,610,45 Seats Available
bhopal,indore,H.K TRAVELS,NON-AC Sleeper (2 + 1),20:00,03h.59m,23:59,4.1,800,18 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),17:00,03h.30m,20:30,4.4,420,11 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),19:00,03h.30m,22:30,4.4,420,14 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),15:00,03h.40m,18:40,4.4,420,13 Seats Available
bhopal,indore,Humsafar Travels,AC Sleeper (2 + 1),18:30,04h.30m,23:00,4.1,"1,550",14 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),07:30,04h,11:30,4.4,420,12 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),16:00,03h.40m,19:40,4.4,420,15 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),07:00,04h,11:00,4.4,420,11 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),23:30,03h.55m,03:25,4.4,290,17 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),07:15,04h,11:15,4.4,290,12 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,15:00,05h.30m,20:30,,"1,100",24 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),18:00,03h.30m,21:30,4.4,420,20 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),12:30,03h.40m,16:10,4.4,420,11 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),03:00,04h,07:00,4.4,290,18 Seats Available
bhopal,indore,Shrinath® Travel Agency Pvt. Ltd.,TATA AC Sleeper,18:15,04h.30m,22:45,4.1,400,36 Seats Available
bhopal,indore,Ashok Travels Mandsaur,Bharat Benz AC Sleeper (2 + 1),19:45,04h.14m,23:59,4.1,500,23 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),06:00,04h,10:00,4.4,420,13 Seats Available
bhopal,indore,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),06:45,04h.15m,11:00,4.5,499,16 Seats Available
bhopal,indore,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),14:30,03h.40m,18:10,4.4,420,20 Seats Available
bhopal,indore,Jai Bhawani Travels,VE AC Seater,05:30,03h.20m,08:50,,555,24 Seats Available
bhopal,indore,Intercity Travels (Indore),VOLVO AC Multiaxle Sleeper (2 + 1),05:40,03h.20m,09:00,4.4,"1,700",41 Seats Available
bhopal,indore,Yadav Bus Services,2 X 2 (44) AC SEAT- AC,06:00,07h.05m,13:05,4.1,360,11 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),06:45,03h.45m,10:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),13:15,03h.45m,17:00,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),15:30,03h.45m,19:15,,457,55 Seats Available
bhopal,indore,Verma Travels,"2+1, Sleeper, NON-AC",17:00,05h,22:00,,"1,200",23 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),10:30,03h.45m,14:15,,457,55 Seats Available
bhopal,indore,Verma Travels,"2+2, Sleeper, NON-AC",04:00,03h.30m,07:30,,550,44 Seats Available
bhopal,indore,Verma Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),19:00,03h.45m,22:45,,"2,299",34 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),19:30,03h.45m,23:15,,457,55 Seats Available
bhopal,indore,Verma Travels,"2+2, Sleeper-Seater, NON-AC",01:35,04h.20m,05:55,,300,37 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),18:45,03h.45m,22:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),17:30,03h.45m,21:15,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),16:00,03h.45m,19:45,,363,50 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),07:00,03h.45m,10:45,,457,45 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),11:00,03h.45m,14:45,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),17:00,03h.45m,20:45,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),08:30,03h.45m,12:15,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),12:00,03h.45m,15:45,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),21:00,03h.45m,00:45,,363,49 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),06:00,03h.45m,09:45,,457,46 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),05:30,03h.45m,09:15,,457,55 Seats Available
bhopal,indore,Hans Travels (I) Pvt Ltd,NON-AC Sleeper (2 + 1),05:00,03h.05m,08:05,,600,16 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),07:30,03h.45m,11:15,,363,55 Seats Available
bhopal,indore,Verma Travels,AC Sleeper (2 + 1),17:30,04h.15m,21:45,,"1,300",22 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),21:30,03h.45m,01:15,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),17:45,03h.45m,21:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),14:45,03h.45m,18:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),06:30,03h.45m,10:15,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),19:00,03h.45m,22:45,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),08:00,03h.45m,11:45,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),07:15,03h.45m,11:00,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),13:30,03h.45m,17:15,,457,55 Seats Available
bhopal,indore,Dhariwal Travels,AC Sleeper (2 + 1),08:00,03h.25m,11:25,,500,10 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),14:30,03h.45m,18:15,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),20:30,03h.45m,00:15,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),10:00,03h.45m,13:45,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),20:00,03h.45m,23:45,,363,55 Seats Available
bhopal,indore,Verma Travels,VOLVO AC Multiaxle Sleeper (2 + 1),19:00,04h,23:00,,"1,399",23 Seats Available
bhopal,indore,Verma Travels,VOLVO AC Multiaxle Sleeper (2 + 1),18:30,04h.15m,22:45,,"2,299",37 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),08:45,03h.45m,12:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),15:45,03h.45m,19:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),18:00,03h.45m,21:45,,457,47 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),13:45,03h.45m,17:30,,363,55 Seats Available
bhopal,indore,Verma Travels,AC Sleeper (2 + 1),17:00,03h.45m,20:45,,"1,999",21 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),14:00,03h.45m,17:45,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),00:30,03h.45m,04:15,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),13:00,03h.45m,16:45,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),19:45,03h.45m,23:30,,362,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),12:45,03h.45m,16:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),12:30,03h.45m,16:15,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),07:45,03h.45m,11:30,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),18:30,03h.45m,22:15,,457,55 Seats Available
bhopal,indore,Verma Travels,AC Sleeper (2 + 1),18:00,03h.45m,21:45,,"1,899",21 Seats Available
bhopal,indore,Verma Travels,"2+2, Sleeper, NON-AC",05:50,04h.10m,10:00,,800,44 Seats Available
bhopal,indore,Verma Travels,"2+2, Sleeper-Seater, NON-AC",01:30,05h,06:30,,600,45 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),17:15,03h.45m,21:00,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),16:30,03h.45m,20:15,,457,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),02:00,03h.45m,05:45,,457,49 Seats Available
bhopal,indore,Verma Travels,AC Sleeper (2 + 1),16:05,04h.15m,20:20,,"1,999",40 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),09:30,03h.45m,13:15,,457,48 Seats Available
bhopal,indore,Verma Travels,AC Sleeper (2 + 1),18:00,04h,22:00,,"1,400",26 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),22:30,03h.45m,02:15,,457,55 Seats Available
bhopal,indore,Verma Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),14:45,04h.30m,19:15,,"1,999",41 Seats Available
bhopal,indore,Verma Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),16:00,04h,20:00,,"2,199",42 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),16:45,03h.45m,20:30,,363,55 Seats Available
bhopal,indore,Verma Travels,"2+2, Sleeper-Seater, NON-AC, Non-Video",02:00,04h,06:00,,600,57 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),15:00,03h.45m,18:45,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),11:30,03h.45m,15:15,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),12:15,03h.45m,16:00,,363,55 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),04:30,03h.45m,08:15,,363,55 Seats Available
bhopal,indore,Verma Travels,"2+2, Sleeper, NON-AC",04:40,03h.30m,08:10,,600,36 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),05:00,03h.45m,08:45,,457,48 Seats Available
bhopal,indore,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),23:30,03h.45m,03:15,,457,49 Seats Available
bhopal,indore,Shivansh Travels,AC Sleeper (2 + 1),12:30,00h.30m,13:00,,3199,30 Seats Available
bhopal,indore,Bhopal Travels,NON-AC Seater/Sleeper,17:15,03h.26m,20:41,,357,12 Seats Available
bhopal,indore,Bhopal Travels,AC Sleeper,16:10,04h.40m,20:50,,"2,342",36 Seats Available
bhopal,indore,Bhopal Travels,NON-AC Sleeper,19:50,04h.45m,00:35,,916,36 Seats Available
bhopal,indore,SMT Travels,"2+2, Sleeper-Seater, NON-AC",02:45,03h.45m,06:30,,500,50 Seats Available
bhopal,indore,Bhopal Travels,AC Sleeper,17:50,03h.35m,21:25,,"1,527",36 Seats Available
bhopal,indore,Bhopal Travels,AC Sleeper,08:40,04h.20m,13:00,,"1,426",36 Seats Available
bhopal,indore,Balaji Bus Service (AN),"2+1, Sleeper-Seater, NON-AC",00:45,04h.15m,05:00,,400,46 Seats Available
bhopal,indore,Mishra Transport Company,AC Sleeper (2 + 1),02:15,04h.20m,06:35,,800,36 Seats Available
bhopal,indore,Balaji Bus Service (AN),"2+1, Sleeper-Seater, NON-AC",02:30,03h,05:30,,450,45 Seats Available
bhopal,indore,Mishra Transport Company,AC Sleeper (2 + 1),03:30,03h.15m,06:45,,900,36 Seats Available
bhopal,indore,Jatashankar Travels,AC Sleeper (2 + 1),03:40,03h.20m,07:00,,400,33 Seats Available
bhopal,indore,Maa Sharda Bus Service,AC Sleeper (2 + 1),03:30,03h.15m,06:45,,900,25 Seats Available
bhopal,indore,Khushbu Travels MP,AC Sleeper (2 + 1),03:40,03h.40m,07:20,,"1,599",36 Seats Available
bhopal,indore,Maa Sharda Bus Service,"2+1, Sleeper, NON-AC",03:00,03h.30m,06:30,,900,23 Seats Available
bhopal,indore,Rahul Travels Seoni,AC Seater/Sleeper (2 + 1),04:00,03h.10m,07:10,,500,41 Seats Available
bhopal,indore,Maa Vaishno Bus Service Rewa,AC Sleeper (2 + 1),04:15,04h,08:15,,"1,100",36 Seats Available
bhopal,indore,Maa Vaishno Bus Service Rewa,AC Sleeper (2 + 1),05:45,04h,09:45,,400,22 Seats Available
bhopal,indore,Maa Vaishno Bus Service Rewa,AC Seater/Sleeper (2 + 1),05:35,04h,09:35,,900,41 Seats Available
bhopal,indore,Maa Vaishno Bus Service Rewa,AC Sleeper (2 + 1),05:15,04h,09:15,,"1,100",32 Seats Available
