City,Check-in,Check-out,Hotel Name,Price,Rating,Room Type,Features,Image URL
Ujjain,,,Hotel Hakimi,"1,040","Scored 8.7
8.7
Fabulous
65 reviews",Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/547808777.webp?k=6f37c57be372c8de43339b6deb0b17c444169918a950209a719534b91a05419d&o=
Ujjain,,,FabHotel Somnath,"1,509","Scored 7.9
7.9
Good
91 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/605633412.webp?k=08142150985f3d5e0b794041ea1668f7842b30f90c23e4bc1f9e9229f74032d2&o=
Ujjain,,,MAA HARSIDDHI HOME STAY,800,"Scored 8.0
8.0
Very good
63 reviews",Budget Double or Twin Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/621644066.webp?k=7b5c8968e5fdee35eb8c47d733b1372b95676d50d62f48e4afed3f68047ed54f&o=
Ujjain,,,FabExpress Soni Palace,"1,442","Scored 7.7
7.7
Good
8 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/606776585.webp?k=0771deb26e661dcebbbada30039005e3c15322874a42f5aa2bb1f4bdfafcb9ee&o=
Ujjain,,,Maa Modheshwari HomeStay,473,"Scored 8.8
8.8
Fabulous
36 reviews",Deluxe Family Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/517993413.webp?k=94ba1dfb0f9c4c8f9043b5fc30ea2c8bc45fa6583d61ece7b540e17cceb75eb5&o=
Ujjain,,,Collection O Ujjain City Centre formerly Hotel Olive Inn,"1,534","Scored 8.7
8.7
Fabulous
12 reviews",Classic Triple Room,"Free cancellation, No prepayment needed",https://cf.bstatic.com/xdata/images/hotel/square600/650076258.webp?k=3d09ec9365aa1c40a4f953774b184c5e6d233f72ad2739c2ad0a26fff05a04ec&o=
Ujjain,,,HOTEL DEV BHOOMI -Ujjain,999,"Scored 5.4
5.4
Review score
8 reviews",Quadruple Room with Private Bathroom,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/577610991.webp?k=fe2f318d5fad51ec297bbf489f31d494d642cebc20329d68664881192c98b6f9&o=
Ujjain,,,Hotel Rameshwaram,"1,100","Scored 6.8
6.8
Review score
57 reviews",Budget Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/185927119.webp?k=f0be81f4d4ee7f02f1aa3e63668f6af36075888ba1798d4579560c1721da90e7&o=
Ujjain,,,HOTEL MAHESHWARI GREEN's,"1,000","Scored 7.0
7.0
Good
1 review",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/590151059.webp?k=8c75d8d4e87ba0f2cc51e59fb4fd02151ec801675f8456adbb4267ada90d7431&o=
Ujjain,,,Hotel shree vaikuntha palace ,"1,500","Scored 8.4
8.4
Very good
7 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/548978458.webp?k=12c77892c3aaee3e112d0e8f756baebd71087f88c2cc12efd4e6538c0651f7c8&o=
Ujjain,,,Hotel PRAKASHAM,"1,599","Scored 10
10
Exceptional
1 review",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/534758188.webp?k=1be0f0f84c97a0c68301a13f3705bb740e7ca8fd6768a7fd7463167bdc2abb8a&o=
Ujjain,,,Hotel sawan,670,"Scored 5.2
5.2
Review score
25 reviews",Deluxe Family Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/622266841.webp?k=7af40b15c3510489d7264cbf19b3d1557ee9d78c218add45a579385ee98bda67&o=
Ujjain,,,Super Hotel O Divyalok,"1,475","Scored 10
10
Exceptional
1 review",Classic Triple Room,"Free cancellation, No prepayment needed",https://cf.bstatic.com/xdata/images/hotel/square600/625936370.webp?k=dbfd4f4a454dc31b1d6d4ac2f72eeebf426f3c37ac68e9c5571c9e8e2e5f2f9c&o=
Ujjain,,,Treebo yatri grah kshipra T hotel,"1,600","Scored 9.3
9.3
Superb
4 reviews",Family Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/611371038.webp?k=f544f3de23103f2e2dec7eecc85744e293c1d3bc445864132f160090ef6e948d&o=
Ujjain,,,Hotel O Shikar Avenue Ujjain,"1,704",N/A,Classic Triple Room,"Free cancellation, No prepayment needed",https://cf.bstatic.com/xdata/images/hotel/square600/626222326.webp?k=0b01001f21f09349e984b67122b2b461203db8d007524598735ef4bed139cbb0&o=
Ujjain,,,Hotel Shree Krishna Palace,990,"Scored 7.1
7.1
Good
29 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/486707499.webp?k=0d6e34c401d11c876fab4f2ea58c0e03e2bc76e2775c598746d0272941c407bd&o=
Ujjain,,,Hotel Mahakal Ramashray,"1,600",N/A,Deluxe Double Room (2 Adults + 1 Child),N/A,https://cf.bstatic.com/xdata/images/hotel/square600/653313200.webp?k=bc0e587708656937ed390c5187d11a605aeb8e993f1820c9bebef8a7cb37e080&o=
Ujjain,,,Kalptaru Home Stay,"1,520","Scored 8.1
8.1
Very good
64 reviews",Budget Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/458827431.webp?k=a9a000a79f68286e0f503d433dc264d97d7f4b3df8eeaf6a15d479aea3ec5c98&o=
Ujjain,,,Anant home stay,"1,450","Scored 8.6
8.6
Fabulous
49 reviews",Two-Bedroom House,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/608497165.webp?k=11aae72bbf7a07fee3180ac2a81b94cd4376fdd211c1ec3c87c0096202c66929&o=
Ujjain,,,Hotel Mahalok Palace,"2,100","Scored 6.4
6.4
Review score
69 reviews",Quadruple Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/512786488.webp?k=ac714101114541168b9d54245a488112fe82ec7406c854926860d8fe3c7b92cb&o=
Ujjain,,,Sunspot -Entire Villa Apartment,"3,000","Scored 7.7
7.7
Good
49 reviews",Two-Bedroom Apartment,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/422462351.webp?k=6152de31aa6c5a85b54a8f9eb1e0894187c0734e2cf4e4ae5abd8530d06bf7b4&o=
Ujjain,,,Hotel Ashoka Palace,"1,600","Scored 5.4
5.4
Review score
312 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/622156440.webp?k=562b1190d9e0e3bc8171e1962168593098edca8481255f908f8987625e22e881&o=
Ujjain,,,sun guest house 2,"1,375","Scored 6.8
6.8
Review score
53 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/545709885.webp?k=04e0645746d53112282fe3a28dfe55608c2e5e70bbce672db6925b9e81138fa0&o=
Ujjain,,,Pallav Guest house,"1,200",N/A,Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/644282304.webp?k=23f8e92531fcd7336bfbf40d99df0c67771f31f19fce6285482b9afee7c223dc&o=
Ujjain,,,Shree Avantika home stay,800,"Scored 9.7
9.7
Exceptional
3 reviews",One-Bedroom Apartment,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/514322841.webp?k=29cc08f0a93b22629ea17f288c502d28a75e73fe2dba50a9850bda7ec116fa80&o=
Ujjain,,,Hotel SHIVASHRAY Luxury Stays & Inn,"2,300","Scored 9.3
9.3
Superb
3 reviews",Deluxe Double Room with Balcony,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/586764670.webp?k=17183baa161acad66e53a2c0883942a6a071928fd670e933f6c3a71ae6191cb0&o=
Ujjain,,,HOTEL IN UJJAIn,630,"Scored 4.3
4.3
Review score
8 reviews",Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/629736622.webp?k=aa75744efd069966f57cf8fb2e2d8bcd2a12b32217b5f005edb6f5530aa5f66d&o=
Ujjain,,,Hotel Shree Narayan Palace,"1,350","Scored 9.5
9.5
Exceptional
4 reviews",Deluxe Triple Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/606389610.webp?k=94adc14d09b67ea7b585cc59860cb8c61c8566f5fd012fb4323c9a73e3eeeefc&o=
Ujjain,,,hardik palace,"1,104","Scored 8.0
8.0
Very good
1 review",Family Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/604423362.webp?k=9d99286b82076a5834fe405d1c018f15ef57a91512302203ed62952e88ecca66&o=
Ujjain,,,Jawaliya Dham Guest House,"1,200",N/A,Double Room with Balcony,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/597191830.webp?k=f77a4854b6cf49cf7b0d470c3ef0188e865e7fe002de6ac193e0c65f20387a25&o=
Ujjain,,,FabHotel Shree Vrindavan,"2,175","Scored 7.2
7.2
Good
10 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/617223977.webp?k=e25c008ea76383456b9a317a902b8141af8e5e921d814a1406a62f98b23b0310&o=
Ujjain,,,Hotel Atlas Palace,"1,200","Scored 4.6
4.6
Review score
7 reviews",Standard Double or Twin Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/563793543.webp?k=8733378b37faf1753af910b3e792e487702d7e6a082e65f3a59b4365bc81302a&o=
Ujjain,,,Hotel Kailash,"9,199",N/A,Standard Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/652663487.webp?k=dbc3ea074a04c79a5ee0888d431dfc6d70f8e8c780bb488a68b357e2ed6eb7ab&o=
Ujjain,,,Hotel O SDF Hotel And Home Stay,"1,199","Scored 5.0
5.0
Review score
2 reviews",Standard Double Room,"Free cancellation, No prepayment needed",https://cf.bstatic.com/xdata/images/hotel/square600/625940834.webp?k=bbb2ca83627adb98149243249d2a63d3fd7af818c7a17ad989003825534a9319&o=
Ujjain,,,RS Homestay,"1,080","Scored 9.4
9.4
Superb
9 reviews",Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/619902085.webp?k=85ee968fc5d0089e8036a21dec26f8644d97e94a77ad85d26caad759f482c1bc&o=
Ujjain,,,Maa Shakambhari Homestay,999,N/A,Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/645819020.webp?k=6d9dfe24b9880c2e29bed8593b183b609373637f3ce2280675758df14a240aad&o=
Ujjain,,,Hotel Kanha Palace,"1,800","Scored 7.0
7.0
Good
2 reviews",Deluxe Double Room (2 Adults + 1 Child),N/A,https://cf.bstatic.com/xdata/images/hotel/square600/578450153.webp?k=8bc59a10b11e3b7aad6e644f80bffe4d9a71c9c8704e737b6fa37a991d81871f&o=
Ujjain,,,Hotel Ganga Sagar,"1,400","Scored 7.5
7.5
Good
10 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/590424076.webp?k=b3887186c681fdc3d5f2f19599739bd08b03205cecfb734d97008d8b045c4b78&o=
Ujjain,,,Hotel Ruby,"1,200","Scored 8.0
8.0
Very good
1 review",Deluxe Double Room with Extra Bed,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/585009741.webp?k=110d9cd7bf7a56e13aa1b7c131755b6c60122ab84bb2ecd8893ebb3241c7bfcc&o=
Ujjain,,,Hotel O Mahakal Temple,"1,783","Scored 8.3
8.3
Very good
3 reviews",Classic Triple Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/649212341.webp?k=ebb7fafd891cea4469d73ad4fd8c89ff102fd7411a19f1903448df9933c40de0&o=
Ujjain,,,junagadh places,"1,080","Scored 7.3
7.3
Good
25 reviews",Triple Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/589794481.webp?k=4ade2b979b0773fffc8ccd09d07b8400820b4ecbaa7a37fdd934d58685dfcdb7&o=
Ujjain,,,Shivarpanam Home Stay,800,"Scored 9.1
9.1
Superb
40 reviews",Double Room,"Free cancellation, No prepayment needed",https://cf.bstatic.com/xdata/images/hotel/square600/595794815.webp?k=02c425c717b0caca3efeb944aabe0e81f1fcfbf87be55a0d0a354cb4a74a70d6&o=
Ujjain,,,Hotel Ragavan,"8,279",N/A,Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/652588571.webp?k=ce7118938db024abeca5316b0329ac67f57984bad02956add585aa8b1f2b2d10&o=
Varanasi,,,FabHotel LS Grand,"3,520","Scored 7.7
7.7
Good
4 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/635679473.webp?k=60a13d190dd16c31969d475d545622f54b44a1be7a53cec5db687860d4d2b324&o=
Varanasi,,,Foreigners Inn,600,"Scored 7.4
7.4
Good
384 reviews",Standard Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/420839902.webp?k=1f0d4cea872c5b5aa6fefb3cd5832f7ba39566bef9ca332f2bd45a75b80c1b5a&o=
Varanasi,,,G R Hotel Imperial Inn,"1,199","Scored 6.3
6.3
Review score
7 reviews",Standard Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/639119389.webp?k=481b453e58620c450f5542fbba0625351d3cdf0c306e7868a6e7b6edd59e11ea&o=
Varanasi,,,Hotel Laxmivillas,"1,800","Scored 6.1
6.1
Review score
48 reviews",Double Room with Private Bathroom,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/586919506.webp?k=c1fad42664ab4e3c18d449e5d54783571ac68ef54df7bd759995c1db6f853b32&o=
Varanasi,,,The Banaras Stay Near Vishwanath Temple and Ganga Ghat,"1,499","Scored 6.4
6.4
Review score
9 reviews",Deluxe King Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/633073507.webp?k=9a5660e0e62b34559d050f7f111dde7c0bb93af1cb7abdc6d303f26a71acf2dd&o=
Varanasi,,,Herambh Paying Guest House,"1,039","Scored 9.0
9.0
Superb
30 reviews",Double Room with Private Bathroom,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/607400379.webp?k=8026c255725efe4aadf8c3e3da9f2adb19df6f61721c3cc3026b65076ee98d40&o=
Varanasi,,,Hitansh inn,999,"Scored 8.0
8.0
Very good
13 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/630183730.webp?k=08c13f9a856269e525dc2fdeafe1369a446adab70f4c1d7c401d00b50ab8f46f&o=
Varanasi,,,Grihalaxmi Paying Guest House,"1,000","Scored 8.2
8.2
Very good
56 reviews",Deluxe Double Room with Balcony,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/592126279.webp?k=2a8d694f7bd52e7b3dbc73d271d96e5f2d28b844bd7fae0d8b394e529bcf11ed&o=
Varanasi,,,Paridhi,"1,500","Scored 8.8
8.8
Fabulous
37 reviews",Apartment,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/477220485.webp?k=a710227937cdf8f48c8d3398ad2e8c6e8d0f763e6c63159c5bd38c7e9433411d&o=
Varanasi,,,Perfectstayz Premium ,"3,213","Scored 7.9
7.9
Good
67 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/624694013.webp?k=a51077153fa3e1832a9aa1af66c08a37604a814bd03fec0c6d1b327723f5306f&o=
Varanasi,,,Ajnara 2,"1,595","Scored 10
10
Exceptional
7 reviews",Apartment,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/557010868.webp?k=81a0797f52f8232620464031b7a5996d63ca37ff79d4758bfdeec8c087f59c8f&o=
Varanasi,,,Hotel M R Kashi Residency  Near Varuna River - Fully Air-Conditioned,"1,599","Scored 7.6
7.6
Good
15 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/633438080.webp?k=e74d5e551bb752699c013ce027affe09e0d3dec61da6f82648cd39f1e381715f&o=
Varanasi,,,Shivalay paying guest house,"1,000","Scored 6.0
6.0
Review score
103 reviews",Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/596870542.webp?k=d60f3388f10bb95f9df1aa26425ccbd889966811e1d0b29914f020947010360e&o=
Varanasi,,,Vara,"2,040","Scored 9.2
9.2
Superb
24 reviews",Three-Bedroom Apartment,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/546314152.webp?k=58bea65cd43587532f59cc8f41fd7c04dbc991f5fe634fca9ce9b52325a21350&o=
Varanasi,,,Hotel Vrrinda Homestay !  - Prime Location - Luxury and Spacious Room with Newly Renovated,"1,199","Scored 10
10
Exceptional
2 reviews",Standard Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/637871535.webp?k=1626a84479eb1ec29330e57ba576d7282259cded6388fcd24f13b80b6610cec0&o=
Varanasi,,,Brij Hari Villa,"3,500","Scored 8.6
8.6
Fabulous
5 reviews",Cottage,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/644585856.webp?k=ca15ca3fe26b4bd4df92c0cedc46d06692fc6993ea7e85efbd21118969207bdf&o=
Varanasi,,,Ganga Monastery,"3,000","Scored 7.6
7.6
Good
167 reviews",Standard Double or Twin Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/28588116.webp?k=08e64f72c1480fddc862ae5cbb04e725e5af77508b7fcb0b13d56833d6b33576&o=
Varanasi,,,Hotel Premiere Villa,"4,500","Scored 6.4
6.4
Review score
15 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/357182139.webp?k=f21cac7ea4f084cf5dca97b551912b63f26d9a5e2eec93befeed9570409c5a7a&o=
Varanasi,,,Tranquil (Near Ghats and Temple),"2,475","Scored 8.5
8.5
Very good
15 reviews",Two-Bedroom Apartment,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/591445698.webp?k=f61ed7995d2cfe6549108218bde3dbbf39f06860ebeef992f178a4cd6b84b232&o=
Varanasi,,,Dev Villa,"1,099","Scored 5.8
5.8
Review score
4 reviews",Deluxe Double Room (2 Adults + 1 Child),N/A,https://cf.bstatic.com/xdata/images/hotel/square600/548985148.webp?k=7b912fc7caf503eb6904dfd59b98ded62138252787d27137df46182e32ed0a70&o=
Varanasi,,,M R Swastik Guest House  Near Beniya Park - Excellent Stay with Family Parking Facilities,"1,399","Scored 5.3
5.3
Review score
15 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/636560624.webp?k=8ea140ba177916ec5bb983011a7efa905e168a8b169976edcc77aa6ace653f54&o=
Varanasi,,,Hotel Rajyashree Palace,"3,000","Scored 7.9
7.9
Good
98 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/472064698.webp?k=41975feeb67f1bbd5761d79b52c3ef33653d162b7276ef4a8f4245140c7d6087&o=
Varanasi,,,The BNK Grand Hotel,"2,999","Scored 6.0
6.0
Review score
7 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/637442009.webp?k=e3cb9fc07d30f7759b88d2ac58d52b2b54b350358064dc71a002e68cab76482d&o=
Varanasi,,,Shree Laxmi Villas Hotel,"1,999","Scored 10
10
Exceptional
4 reviews",Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/646098620.webp?k=0e9fb270d907d61e09a40b0099c65059405e92ad3a452cec6bc2ac46626e09b6&o=
Varanasi,,,KS PAYING GUEST HOUSE,"3,000","Scored 8.0
8.0
Very good
418 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/636810033.webp?k=36cc163133adfeb4fc91be39a9ce9c2f2f0bcd747d1e3ee8e84c44b5d60470b4&o=
Varanasi,,,Shree Ganesha Palace,"3,525","Scored 7.9
7.9
Good
585 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/39906683.webp?k=d0ff73b3cfa3251442478457b0b324c073918a17caadc96e5f3a33e350737fa6&o=
Varanasi,,,Hotel Shanti Near Manikarnika Ghat,"1,799","Scored 8.2
8.2
Very good
10 reviews",Standard Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/637901578.webp?k=1a2480f74e9c5bfca851666f66be70d30020b6709db1eacaa7e3acb617314237&o=
Varanasi,,,Tripli Hotels Silver Shine,"3,085","Scored 7.3
7.3
Good
114 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/594516618.webp?k=62b21f2124e037aa976559c0f8b90fa9d5a5a5a71411e97293c80f6a639d4720&o=
Varanasi,,,New Hotel Yatri Niwas,800,"Scored 4.1
4.1
Review score
112 reviews",Double Room - Indian Nationals only,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/185912065.webp?k=65e695382a9027a799de2616967fc15aa8cd60e58d182f0b8fb5f1244317de88&o=
Varanasi,,,Hotel Utsav Grand,"6,300","Scored 7.9
7.9
Good
56 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/526902786.webp?k=78f95b4b14a2cb9df0103993097bd583a1388ca3cf846da944c82bc46d976ef9&o=
Varanasi,,,GR Hotel S S Palace  ,"1,799","Scored 9.1
9.1
Superb
11 reviews",Deluxe King Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/640077173.webp?k=960d5314ddcbd7286efeef3ca899797bc0be3e8b312a38f6414271b727db2c55&o=
Varanasi,,,S.S Guest House,"2,449","Scored 8.1
8.1
Very good
227 reviews",Economy Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/501530353.webp?k=080f1d69bee7c14ab57271f80c9fe199a2bbf483069ddddea7d5f78ea50086f2&o=
Varanasi,,,Hotel Sri Balaji,"4,000","Scored 8.0
8.0
Very good
213 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/342550814.webp?k=6c26d3a7d302870b0af4116af263e4377d46d05d05879c9554b4f02361312f98&o=
Varanasi,,,Sky inn paying guest house,"1,125","Scored 9.8
9.8
Exceptional
4 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/544721266.webp?k=676cb025b1c5f5281d3f06b4ab5efe048cf798d1a6ec358ae27013cad8c85a8e&o=
Varanasi,,,Hotel Tridev,"4,500","Scored 7.3
7.3
Good
109 reviews",Deluxe Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/122620283.webp?k=dedfc704255c11b7089372b7ace897f93453aa9dc8214fb988f491877ce4b0bf&o=
Varanasi,,,Vandana Guest House,"1,260","Scored 7.7
7.7
Good
34 reviews",Double Room with Private External Bathroom,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/649198622.webp?k=1cb6517e0567d5eb21e43b9653569058c212f8961fd5367050b0ffa6a3a16c78&o=
Varanasi,,,HOTEL OMKAR INTERNATIONAL ,"5,000","Scored 8.3
8.3
Very good
111 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/553731478.webp?k=d6ae5dfc4fef05b8021072f86bca50cb437d1df83fb26599610cd7a43812b421&o=
Varanasi,,,Bhadra Kali Guest House,"1,440","Scored 8.2
8.2
Very good
691 reviews",Double Room with Private External Bathroom,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/94054339.webp?k=3d1ddf3671f1a9b7fac47991c64a72a3aad91db3b094cea98442051afc442e82&o=
Varanasi,,, Rest House,"1,599","Scored 9.1
9.1
Superb
17 reviews",Budget Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/638256143.webp?k=eec569a9d4c364189a3235bc9f9f9d4ae52324e2a1f9e9125956e1960902b556&o=
Varanasi,,,Gomati Residency A Heritage Homestay,"1,215","Scored 7.8
7.8
Good
6 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/643993564.webp?k=e1ddcfe28a303b8148541900527a6d46a8ab8f19ec074ac2241a1334ee73b224&o=
Varanasi,,,Hkg Homestay  Near Hkg Homestay  ,"1,249","Scored 9.1
9.1
Superb
10 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/633913566.webp?k=5c0296905c009df6cd31b0d40483f8aa05c87e06cd2eb4f524ddef7c16486ddf&o=
Varanasi,,,Hotel New Ashiyana Palace ,"1,399","Scored 8.7
8.7
Fabulous
7 reviews",Standard Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/633125230.webp?k=625cbd9aecd68e1b8f2983b4df2574738c6ff26d9d90998fe2c8fe0f2531952e&o=
Varanasi,,,Hotel Banaras Haveli,"3,000","Scored 7.1
7.1
Good
246 reviews",Standard Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/38049344.webp?k=a1249f113c054cb0492212becbb72cbfee9c2f11fd858e676db66c731e134bea&o=
Varanasi,,,Poshtel VNS,"4,300","Scored 7.8
7.8
Good
247 reviews",Queen Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/337049096.webp?k=1abe96961cd4c66dbdee8a54c5fc0c962ccaad0509965d6e73799a4d9093c8b2&o=
Varanasi,,,Shri Niwaas Guest House ,"3,500","Scored 9.0
9.0
Superb
21 reviews",Double Room with Private External Bathroom,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/600174519.webp?k=2317591fe88658dfd490979590595626af0dde8750f0648ca54be950db6e60f4&o=
Varanasi,,,Hotel DP,"3,600","Scored 8.7
8.7
Fabulous
10 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/545899603.webp?k=90adee43ad56d8e6216424d4ae2709fc99b5bfe567633418a46de6cf2c089640&o=
Varanasi,,,Gomati Residency,"1,350",N/A,Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/653132892.webp?k=62f01456063d5fb97a446631a498c125bebbbadb7387d551e0d2a0d6894577c1&o=
Varanasi,,,Trimrooms Buddha ,"3,749","Scored 7.5
7.5
Good
260 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/503829658.webp?k=cac1a30bd2e8c8f7869e1554d7ddaf3f5e1ebf5b1383e2d50cce41c252337210&o=
Varanasi,,,Treebo Om Shree Banaras,"1,986","Scored 7.8
7.8
Good
10 reviews",Economy Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/614885389.webp?k=dc61927602670f6091ad7d2a771566bb6d20354d6705ddc32861f71108cc51d5&o=
Varanasi,,,Annapurna Homestays,"1,710","Scored 8.1
8.1
Very good
19 reviews",Superior One-Bedroom Apartment with Balcony,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/644117279.webp?k=60ddf845ae8cb185d934b66c924de4b114dc816b3924fa68de8cefc8f5e1ad45&o=
Varanasi,,,Kasha Homestay,"2,780","Scored 8.7
8.7
Fabulous
49 reviews",Standard King Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/629391207.webp?k=816549cf6f8d3a29605c50a3dbbada0134c4a724429f69bed2c5ffd4c11bc9e6&o=
Varanasi,,,Rameshwaram Guest House,"2,902","Scored 7.7
7.7
Good
42 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/585044075.webp?k=a04aaba321dbf937db6aa076c4b1d669e5aec9cfc77e271a095f2141403a17ce&o=
Varanasi,,,HR Guest House  ,"1,499","Scored 4.3
4.3
Review score
25 reviews",Deluxe Double Room,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/636585084.webp?k=709a0d5f65167eb7503dc7f53fb0f0a47d0fe521bdcbd6706c79402078b169f4&o=
Varanasi,,,Golden Lotus ,"3,500","Scored 8.2
8.2
Very good
217 reviews",Deluxe Double Room (2 Adults + 1 Child),N/A,https://cf.bstatic.com/xdata/images/hotel/square600/550787747.webp?k=5dd633d8c6810eab3270d8162112b38ee090dedf253db278f03fd1bfdb73f9a1&o=
Varanasi,,,Baba Vishwanath Residency,"2,249","Scored 7.7
7.7
Good
94 reviews",Triple Room with Private Bathroom,N/A,https://cf.bstatic.com/xdata/images/hotel/square600/508146550.webp?k=02908192b49831962aeb30527850701a78a15adc7ef542b3916d4ac41e2e31cc&o=
